msa_match_key,msa_name,indian_pop,indian_pop_cagr,advanced_degrees,advanced_degree_cagr,median_home_value,median_income,indian_pop_hybrid,msa_name_zillow,price_start,price_end,appreciation_pct,appreciation_cagr,algorithm_score,algorithm_rank
columbus,"Columbus, GA-AL Metro Area",32,-64.77267773354643,15448,-51.06292525950269,144500,46695.0,-97.49259448636967,"Columbus, OH",195330.1158862616,304915.0594045001,56.10243101583401,9.315547257622757,-97.49259448636967,1959.0
columbus,"Columbus, GA-AL Metro Area",32,-64.77267773354643,15448,-51.06292525950269,144500,46695.0,-97.49259448636967,"Columbus, GA",124618.1662807257,187022.90412051757,50.076758230588595,8.458273799875581,-97.49259448636967,1959.0
columbus,"Columbus, GA-AL Metro Area",32,-64.77267773354643,15448,-51.06292525950269,144500,46695.0,-97.49259448636967,"Columbus, IN",164181.455654616,248233.9311869553,51.19486558162707,8.619402293900835,-97.49259448636967,1959.0
columbus,"Columbus, GA-AL Metro Area",32,-64.77267773354643,15448,-51.06292525950269,144500,46695.0,-97.49259448636967,"Columbus, MS",138988.53611810404,166806.00728363593,20.014219836011726,3.7161868041951873,-97.49259448636967,1959.0
columbus,"Columbus, GA-AL Metro Area",32,-64.77267773354643,15448,-51.06292525950269,144500,46695.0,-97.49259448636967,"Columbus, NE",169352.29550288277,246113.362299653,45.32626296492308,7.762788597968107,-97.49259448636967,1959.0
columbus,"Columbus, IN Metro Area",0,-100.0,6827,-62.72446493901522,143800,59045.0,-0.0,"Columbus, OH",195330.1158862616,304915.0594045001,56.10243101583401,9.315547257622757,-0.0,1022.0
columbus,"Columbus, IN Metro Area",0,-100.0,6827,-62.72446493901522,143800,59045.0,-0.0,"Columbus, GA",124618.1662807257,187022.90412051757,50.076758230588595,8.458273799875581,-0.0,1022.0
columbus,"Columbus, IN Metro Area",0,-100.0,6827,-62.72446493901522,143800,59045.0,-0.0,"Columbus, IN",164181.455654616,248233.9311869553,51.19486558162707,8.619402293900835,-0.0,1022.0
columbus,"Columbus, IN Metro Area",0,-100.0,6827,-62.72446493901522,143800,59045.0,-0.0,"Columbus, MS",138988.53611810404,166806.00728363593,20.014219836011726,3.7161868041951873,-0.0,1022.0
columbus,"Columbus, IN Metro Area",0,-100.0,6827,-62.72446493901522,143800,59045.0,-0.0,"Columbus, NE",169352.29550288277,246113.362299653,45.32626296492308,7.762788597968107,-0.0,1022.0
columbus,"Columbus, MS Micro Area",13,-73.90979907127797,2971,-71.75240557181863,131800,45355.0,-82.33132934578411,"Columbus, OH",195330.1158862616,304915.0594045001,56.10243101583401,9.315547257622757,-82.33132934578411,1946.0
columbus,"Columbus, MS Micro Area",13,-73.90979907127797,2971,-71.75240557181863,131800,45355.0,-82.33132934578411,"Columbus, GA",124618.1662807257,187022.90412051757,50.076758230588595,8.458273799875581,-82.33132934578411,1946.0
columbus,"Columbus, MS Micro Area",13,-73.90979907127797,2971,-71.75240557181863,131800,45355.0,-82.33132934578411,"Columbus, IN",164181.455654616,248233.9311869553,51.19486558162707,8.619402293900835,-82.33132934578411,1946.0
columbus,"Columbus, MS Micro Area",13,-73.90979907127797,2971,-71.75240557181863,131800,45355.0,-82.33132934578411,"Columbus, MS",138988.53611810404,166806.00728363593,20.014219836011726,3.7161868041951873,-82.33132934578411,1946.0
columbus,"Columbus, MS Micro Area",13,-73.90979907127797,2971,-71.75240557181863,131800,45355.0,-82.33132934578411,"Columbus, NE",169352.29550288277,246113.362299653,45.32626296492308,7.762788597968107,-82.33132934578411,1946.0
columbus,"Columbus, NE Micro Area",6,-79.83739123728724,1221,-78.9983956197498,143900,62617.0,-62.12556581866322,"Columbus, OH",195330.1158862616,304915.0594045001,56.10243101583401,9.315547257622757,-62.12556581866322,1904.0
columbus,"Columbus, NE Micro Area",6,-79.83739123728724,1221,-78.9983956197498,143900,62617.0,-62.12556581866322,"Columbus, GA",124618.1662807257,187022.90412051757,50.076758230588595,8.458273799875581,-62.12556581866322,1904.0
columbus,"Columbus, NE Micro Area",6,-79.83739123728724,1221,-78.9983956197498,143900,62617.0,-62.12556581866322,"Columbus, IN",164181.455654616,248233.9311869553,51.19486558162707,8.619402293900835,-62.12556581866322,1904.0
columbus,"Columbus, NE Micro Area",6,-79.83739123728724,1221,-78.9983956197498,143900,62617.0,-62.12556581866322,"Columbus, MS",138988.53611810404,166806.00728363593,20.014219836011726,3.7161868041951873,-62.12556581866322,1904.0
columbus,"Columbus, NE Micro Area",6,-79.83739123728724,1221,-78.9983956197498,143900,62617.0,-62.12556581866322,"Columbus, NE",169352.29550288277,246113.362299653,45.32626296492308,7.762788597968107,-62.12556581866322,1904.0
columbus,"Columbus, OH Metro Area",762,1.347871030328407,149728,4.339381904420758,173500,62898.0,3.884503616579582,"Columbus, OH",195330.1158862616,304915.0594045001,56.10243101583401,9.315547257622757,3.884503616579582,526.0
columbus,"Columbus, OH Metro Area",762,1.347871030328407,149728,4.339381904420758,173500,62898.0,3.884503616579582,"Columbus, GA",124618.1662807257,187022.90412051757,50.076758230588595,8.458273799875581,3.884503616579582,526.0
columbus,"Columbus, OH Metro Area",762,1.347871030328407,149728,4.339381904420758,173500,62898.0,3.884503616579582,"Columbus, IN",164181.455654616,248233.9311869553,51.19486558162707,8.619402293900835,3.884503616579582,526.0
columbus,"Columbus, OH Metro Area",762,1.347871030328407,149728,4.339381904420758,173500,62898.0,3.884503616579582,"Columbus, MS",138988.53611810404,166806.00728363593,20.014219836011726,3.7161868041951873,3.884503616579582,526.0
columbus,"Columbus, OH Metro Area",762,1.347871030328407,149728,4.339381904420758,173500,62898.0,3.884503616579582,"Columbus, NE",169352.29550288277,246113.362299653,45.32626296492308,7.762788597968107,3.884503616579582,526.0
concord,"Concord, NH Micro Area",47,9.29453643616187,13063,5.356964941093545,232100,72478.0,15.54137446541174,"Concord, NH",254695.7825337418,428302.9348478659,68.16255478872127,10.954739811550596,15.54137446541174,437.0
connersville,"Connersville, IN Micro Area",0,0.0,534,6.186376068175425,82400,43317.0,0.0,"Connersville, IN",81752.28764287387,135867.25537700183,66.19382685720481,10.693718711599143,0.0,1022.0
cookeville,"Cookeville, TN Micro Area",76,-11.053278375935172,5000,8.119635723184238,145200,39453.0,-20.789156208722222,"Cookeville, TN",165673.23886405665,273875.9111828694,65.31089333480018,10.575852055046632,-20.789156208722222,1647.0
coos bay,"Coos Bay, OR Micro Area",4,0.0,2768,2.920320107651686,188300,43308.0,0.0,"Coos Bay, OR",222382.42649136015,350524.9203671175,57.622581018440265,9.527629139456195,0.0,1022.0
cordele,"Cordele, GA Micro Area",0,0.0,517,-8.369422575908436,85200,35096.0,0.0,"Cordele, GA",88923.29762163859,136643.89760687487,53.664901394327025,8.972003662853446,0.0,1022.0
corinth,"Corinth, MS Micro Area",0,0.0,1124,-0.2654879748231975,92400,40180.0,0.0,"Corinth, MS",125712.05280720086,156685.58996574112,24.63847854433101,4.503401784826067,0.0,1022.0
cornelia,"Cornelia, GA Micro Area",36,10.064241629820891,2031,4.989113225453123,146000,49140.0,15.663004416816491,"Cornelia, GA",161004.41503578052,292243.7375053687,81.51287183051623,12.663045173047106,15.663004416816491,433.0
corning,"Corning, NY Micro Area",0,-100.0,6861,3.6746923395934328,98200,51789.0,-0.0,"Corning, NY",113269.36473498453,158879.22640503114,40.26672328988483,7.001762263440603,-0.0,1022.0
corpus christi,"Corpus Christi, TX Metro Area",93,-17.890913152489198,17938,2.0228964264600746,129900,54499.0,-35.21795747473431,"Corpus Christi, TX",171583.63059705138,223908.2384345183,30.495104722633215,5.467546730201822,-35.21795747473431,1771.0
corsicana,"Corsicana, TX Micro Area",5,0.0,1657,9.58865398445521,95000,47920.0,0.0,"Corsicana, TX",134677.95144515458,213473.58055242043,58.50670303620864,9.650224837670972,0.0,1022.0
cortland,"Cortland, NY Micro Area",0,0.0,3262,5.677364219217629,118100,54489.0,0.0,"Cortland, NY",125377.7010021906,174328.467886316,39.04264194736682,6.814350056746665,0.0,1022.0
corvallis,"Corvallis, OR Metro Area",134,-13.213872026090046,11725,2.802491022485465,303200,58655.0,-28.10729059167464,"Corvallis, OR",369495.1972709391,538633.3955164425,45.775479490597995,7.8293272687685045,-28.10729059167464,1733.0
coshocton,"Coshocton, OH Micro Area",0,0.0,861,1.598352315578544,100000,44491.0,0.0,"Coshocton, OH",105615.53346367896,162748.4690266643,54.09520142473481,9.032965173161077,0.0,1022.0
craig,"Craig, CO Micro Area",0,0.0,443,9.328823844747024,170700,52807.0,0.0,"Craig, CO",173884.61148862418,284779.5353529975,63.77500741152602,10.369614476070478,0.0,1022.0
crawfordsville,"Crawfordsville, IN Micro Area",0,0.0,1249,3.090630478940004,120500,53610.0,0.0,"Crawfordsville, IN",127123.81701804628,193235.18603922628,52.005493991574326,8.7356254829694,0.0,1022.0
crescent city,"Crescent City, CA Micro Area",24,-6.1132264583130365,846,-2.931971248886922,204000,45258.0,-8.437543880892479,"Crescent City, CA",259088.4686375496,358989.0400012581,38.5584784568177,6.739858101283525,-8.437543880892479,1548.0
crestview,"Crestview-Fort Walton Beach-Destin, FL Metro Area",792,2.7544818988688213,17241,3.5652960501750375,211000,59877.0,7.984486042483497,"Crestview, FL",284707.42901188025,458460.57487848704,61.02866597813872,9.996948943262375,7.984486042483497,494.0
crossville,"Crossville, TN Micro Area",0,0.0,2388,0.2807426297191107,143000,43893.0,0.0,"Crossville, TN",159686.4770415723,291720.2585640919,82.68313257868813,12.807945566751421,0.0,1022.0
cullman,"Cullman, AL Micro Area",0,0.0,2247,-1.0316005126080663,124100,42558.0,0.0,"Cullman, AL",162885.40128905274,239376.1239071392,46.95983925677156,8.003973510783325,0.0,1022.0
deridder,"DeRidder, LA Micro Area",13,-14.773493673718797,1033,6.341403019198988,116600,50738.0,-16.456835068186162,"DeRidder, LA",193819.99695639705,177942.4081508508,-8.191925010254842,-1.6948712643220176,-16.456835068186162,1604.0
des moines,"Des Moines-West Des Moines, IA Metro Area",1435,10.589061473918848,37518,4.701974549182419,176300,68669.0,33.42809884448793,"Des Moines, IA",202187.32082538283,273148.3348342858,35.09666863343413,6.2010787012120705,33.42809884448793,337.0
detroit,"Detroit-Warren-Dearborn, MI Metro Area",1280,11.799063419577216,305822,2.815599960423243,160600,58544.0,36.6621674898178,"Detroit, MI",165967.38348094895,237550.5485164607,43.13086314560633,7.435215192151734,36.6621674898178,316.0
cullowhee,"Cullowhee, NC Micro Area",0,0.0,3241,6.421508242188367,192300,44028.0,0.0,"Cullowhee, NC",234979.7098577541,384092.7448042862,63.45783431122556,10.326832097101413,0.0,1022.0
cumberland,"Cumberland, MD-WV Metro Area",16,0.0,4822,2.2547649419328852,122700,44647.0,0.0,"Cumberland, MD",105296.05957395009,147152.44786783596,39.75114402499542,6.9229849449652825,0.0,1022.0
dallas,"Dallas-Fort Worth-Arlington, TX Metro Area",5379,4.195830600312744,468620,5.214479138724704,193100,66982.0,15.653391700131777,"Dallas, TX",249422.2266453409,374402.58677141526,50.10794819973552,8.462781531882936,15.653391700131777,435.0
dalton,"Dalton, GA Metro Area",0,-100.0,3360,1.2196323958554078,121200,46381.0,-0.0,"Dalton, GA",141373.10794022048,228631.53705898163,61.722084482756316,10.091519531804561,-0.0,1022.0
danville,"Danville, IL Metro Area",11,-25.867330314356153,2283,4.614910017142693,78900,45384.0,-26.93804857394211,"Danville, VA",95663.74411881912,154607.88452560178,61.61596637235014,10.07706786104794,-26.93804857394211,1722.5
danville,"Danville, IL Metro Area",11,-25.867330314356153,2283,4.614910017142693,78900,45384.0,-26.93804857394211,"Danville, IL",70377.23369512123,91122.97846973286,29.47792018152282,5.302611774109067,-26.93804857394211,1722.5
danville,"Danville, IL Metro Area",11,-25.867330314356153,2283,4.614910017142693,78900,45384.0,-26.93804857394211,"Danville, KY",127743.43674335888,199927.92629739305,56.507395913463164,9.372206328242093,-26.93804857394211,1722.5
danville,"Danville, KY Micro Area",0,-100.0,2654,9.999806581941172,117300,41466.0,-0.0,"Danville, VA",95663.74411881912,154607.88452560178,61.61596637235014,10.07706786104794,-0.0,1022.0
danville,"Danville, KY Micro Area",0,-100.0,2654,9.999806581941172,117300,41466.0,-0.0,"Danville, IL",70377.23369512123,91122.97846973286,29.47792018152282,5.302611774109067,-0.0,1022.0
danville,"Danville, KY Micro Area",0,-100.0,2654,9.999806581941172,117300,41466.0,-0.0,"Danville, KY",127743.43674335888,199927.92629739305,56.507395913463164,9.372206328242093,-0.0,1022.0
danville,"Danville, VA Micro Area",11,-25.867330314356153,3409,19.57322675102604,107400,41091.0,-26.93804857394211,"Danville, VA",95663.74411881912,154607.88452560178,61.61596637235014,10.07706786104794,-26.93804857394211,1722.5
danville,"Danville, VA Micro Area",11,-25.867330314356153,3409,19.57322675102604,107400,41091.0,-26.93804857394211,"Danville, IL",70377.23369512123,91122.97846973286,29.47792018152282,5.302611774109067,-26.93804857394211,1722.5
danville,"Danville, VA Micro Area",11,-25.867330314356153,3409,19.57322675102604,107400,41091.0,-26.93804857394211,"Danville, KY",127743.43674335888,199927.92629739305,56.507395913463164,9.372206328242093,-26.93804857394211,1722.5
danville,"Danville, IL Metro Area",11,122.39800905693153,2283,0.3232939463184259,78900,45384.0,127.46439130981868,"Danville, VA",95663.74411881912,154607.88452560178,61.61596637235014,10.07706786104794,127.46439130981868,141.5
danville,"Danville, IL Metro Area",11,122.39800905693153,2283,0.3232939463184259,78900,45384.0,127.46439130981868,"Danville, IL",70377.23369512123,91122.97846973286,29.47792018152282,5.302611774109067,127.46439130981868,141.5
danville,"Danville, IL Metro Area",11,122.39800905693153,2283,0.3232939463184259,78900,45384.0,127.46439130981868,"Danville, KY",127743.43674335888,199927.92629739305,56.507395913463164,9.372206328242093,127.46439130981868,141.5
danville,"Danville, KY Micro Area",0,-100.0,2654,5.4872859705172194,117300,41466.0,-0.0,"Danville, VA",95663.74411881912,154607.88452560178,61.61596637235014,10.07706786104794,-0.0,1022.0
danville,"Danville, KY Micro Area",0,-100.0,2654,5.4872859705172194,117300,41466.0,-0.0,"Danville, IL",70377.23369512123,91122.97846973286,29.47792018152282,5.302611774109067,-0.0,1022.0
danville,"Danville, KY Micro Area",0,-100.0,2654,5.4872859705172194,117300,41466.0,-0.0,"Danville, KY",127743.43674335888,199927.92629739305,56.507395913463164,9.372206328242093,-0.0,1022.0
danville,"Danville, VA Micro Area",11,122.39800905693153,3409,14.667975850547998,107400,41091.0,127.46439130981868,"Danville, VA",95663.74411881912,154607.88452560178,61.61596637235014,10.07706786104794,127.46439130981868,141.5
danville,"Danville, VA Micro Area",11,122.39800905693153,3409,14.667975850547998,107400,41091.0,127.46439130981868,"Danville, IL",70377.23369512123,91122.97846973286,29.47792018152282,5.302611774109067,127.46439130981868,141.5
danville,"Danville, VA Micro Area",11,122.39800905693153,3409,14.667975850547998,107400,41091.0,127.46439130981868,"Danville, KY",127743.43674335888,199927.92629739305,56.507395913463164,9.372206328242093,127.46439130981868,141.5
danville,"Danville, IL Metro Area",11,76.51741676630314,2283,-12.355222958520129,78900,45384.0,79.68467810763143,"Danville, VA",95663.74411881912,154607.88452560178,61.61596637235014,10.07706786104794,79.68467810763143,212.5
danville,"Danville, IL Metro Area",11,76.51741676630314,2283,-12.355222958520129,78900,45384.0,79.68467810763143,"Danville, IL",70377.23369512123,91122.97846973286,29.47792018152282,5.302611774109067,79.68467810763143,212.5
danville,"Danville, IL Metro Area",11,76.51741676630314,2283,-12.355222958520129,78900,45384.0,79.68467810763143,"Danville, KY",127743.43674335888,199927.92629739305,56.507395913463164,9.372206328242093,79.68467810763143,212.5
danville,"Danville, KY Micro Area",0,-100.0,2654,-7.843838694691419,117300,41466.0,-0.0,"Danville, VA",95663.74411881912,154607.88452560178,61.61596637235014,10.07706786104794,-0.0,1022.0
danville,"Danville, KY Micro Area",0,-100.0,2654,-7.843838694691419,117300,41466.0,-0.0,"Danville, IL",70377.23369512123,91122.97846973286,29.47792018152282,5.302611774109067,-0.0,1022.0
danville,"Danville, KY Micro Area",0,-100.0,2654,-7.843838694691419,117300,41466.0,-0.0,"Danville, KY",127743.43674335888,199927.92629739305,56.507395913463164,9.372206328242093,-0.0,1022.0
danville,"Danville, VA Micro Area",11,76.51741676630314,3409,0.1766268021135442,107400,41091.0,79.68467810763143,"Danville, VA",95663.74411881912,154607.88452560178,61.61596637235014,10.07706786104794,79.68467810763143,212.5
danville,"Danville, VA Micro Area",11,76.51741676630314,3409,0.1766268021135442,107400,41091.0,79.68467810763143,"Danville, IL",70377.23369512123,91122.97846973286,29.47792018152282,5.302611774109067,79.68467810763143,212.5
danville,"Danville, VA Micro Area",11,76.51741676630314,3409,0.1766268021135442,107400,41091.0,79.68467810763143,"Danville, KY",127743.43674335888,199927.92629739305,56.507395913463164,9.372206328242093,79.68467810763143,212.5
daphne,"Daphne-Fairhope-Foley, AL Metro Area",26,-46.62649225808584,12652,5.56410164102219,189800,55962.0,-65.97524385455914,"Daphne, AL",231501.0611472384,369555.067170003,59.63428648603908,9.805788547814709,-65.97524385455914,1921.0
davenport,"Davenport-Moline-Rock Island, IA-IL Metro Area",218,13.021182999089564,21153,1.9334689132637806,132600,55941.0,30.449469938634874,"Davenport, IA",138317.65283207915,175214.62258159262,26.675532004802903,4.8427846459047075,30.449469938634874,354.0
dayton,"Dayton, OH Metro Area",148,-30.663872564936533,58235,2.5740207619940447,129800,53393.0,-66.54862867343154,"Dayton, TN",145478.50578768787,242531.57049605437,66.71299253651001,10.762790717297687,-66.54862867343154,1925.0
dayton,"Dayton, TN Micro Area",0,-100.0,912,-74.33698768001263,113500,39451.0,-0.0,"Dayton, TN",145478.50578768787,242531.57049605437,66.71299253651001,10.762790717297687,-0.0,1022.0
dayton,"Dayton, OH Metro Area",148,0.0,58235,302.3606678549971,129800,53393.0,0.0,"Dayton, TN",145478.50578768787,242531.57049605437,66.71299253651001,10.762790717297687,0.0,1022.0
dayton,"Dayton, TN Micro Area",0,0.0,912,0.6666863552167168,113500,39451.0,0.0,"Dayton, TN",145478.50578768787,242531.57049605437,66.71299253651001,10.762790717297687,0.0,1022.0
decatur,"Decatur, AL Metro Area",68,58.74010519681994,5346,-0.5488517036292828,125100,48330.0,107.64176630647445,"Decatur, AL",143956.20504614338,218495.5547118825,51.7791849554845,8.703228598185643,107.64176630647445,175.0
decatur,"Decatur, AL Metro Area",68,58.74010519681994,5346,-0.5488517036292828,125100,48330.0,107.64176630647445,"Decatur, IL",80048.84795640949,105335.83679409746,31.589447547649876,5.643848253775419,107.64176630647445,175.0
decatur,"Decatur, AL Metro Area",68,58.74010519681994,5346,-0.5488517036292828,125100,48330.0,107.64176630647445,"Decatur, IN",137529.4364752837,209225.60960898353,52.131510875916966,8.753648493488676,107.64176630647445,175.0
decatur,"Decatur, IL Metro Area",20,5.566719197800074,4779,-4.19698857365971,96800,50444.0,7.242468653776432,"Decatur, AL",143956.20504614338,218495.5547118825,51.7791849554845,8.703228598185643,7.242468653776432,500.0
decatur,"Decatur, IL Metro Area",20,5.566719197800074,4779,-4.19698857365971,96800,50444.0,7.242468653776432,"Decatur, IL",80048.84795640949,105335.83679409746,31.589447547649876,5.643848253775419,7.242468653776432,500.0
decatur,"Decatur, IL Metro Area",20,5.566719197800074,4779,-4.19698857365971,96800,50444.0,7.242468653776432,"Decatur, IN",137529.4364752837,209225.60960898353,52.131510875916966,8.753648493488676,7.242468653776432,500.0
decatur,"Decatur, IN Micro Area",0,-100.0,848,-46.16491109325759,122400,51713.0,-0.0,"Decatur, AL",143956.20504614338,218495.5547118825,51.7791849554845,8.703228598185643,-0.0,1022.0
decatur,"Decatur, IN Micro Area",0,-100.0,848,-46.16491109325759,122400,51713.0,-0.0,"Decatur, IL",80048.84795640949,105335.83679409746,31.589447547649876,5.643848253775419,-0.0,1022.0
decatur,"Decatur, IN Micro Area",0,-100.0,848,-46.16491109325759,122400,51713.0,-0.0,"Decatur, IN",137529.4364752837,209225.60960898353,52.131510875916966,8.753648493488676,-0.0,1022.0
decatur,"Decatur, AL Metro Area",68,24.780567401032737,5346,3.291811321795568,125100,48330.0,45.41061062431011,"Decatur, AL",143956.20504614338,218495.5547118825,51.7791849554845,8.703228598185643,45.41061062431011,286.0
decatur,"Decatur, AL Metro Area",68,24.780567401032737,5346,3.291811321795568,125100,48330.0,45.41061062431011,"Decatur, IL",80048.84795640949,105335.83679409746,31.589447547649876,5.643848253775419,45.41061062431011,286.0
decatur,"Decatur, AL Metro Area",68,24.780567401032737,5346,3.291811321795568,125100,48330.0,45.41061062431011,"Decatur, IN",137529.4364752837,209225.60960898353,52.131510875916966,8.753648493488676,45.41061062431011,286.0
decatur,"Decatur, IL Metro Area",20,-17.017346663375655,4779,-0.49721144677331575,96800,50444.0,-22.140078455664092,"Decatur, AL",143956.20504614338,218495.5547118825,51.7791849554845,8.703228598185643,-22.140078455664092,1663.0
decatur,"Decatur, IL Metro Area",20,-17.017346663375655,4779,-0.49721144677331575,96800,50444.0,-22.140078455664092,"Decatur, IL",80048.84795640949,105335.83679409746,31.589447547649876,5.643848253775419,-22.140078455664092,1663.0
decatur,"Decatur, IL Metro Area",20,-17.017346663375655,4779,-0.49721144677331575,96800,50444.0,-22.140078455664092,"Decatur, IN",137529.4364752837,209225.60960898353,52.131510875916966,8.753648493488676,-22.140078455664092,1663.0
decatur,"Decatur, IN Micro Area",0,-100.0,848,-44.085875918938434,122400,51713.0,-0.0,"Decatur, AL",143956.20504614338,218495.5547118825,51.7791849554845,8.703228598185643,-0.0,1022.0
decatur,"Decatur, IN Micro Area",0,-100.0,848,-44.085875918938434,122400,51713.0,-0.0,"Decatur, IL",80048.84795640949,105335.83679409746,31.589447547649876,5.643848253775419,-0.0,1022.0
decatur,"Decatur, IN Micro Area",0,-100.0,848,-44.085875918938434,122400,51713.0,-0.0,"Decatur, IN",137529.4364752837,209225.60960898353,52.131510875916966,8.753648493488676,-0.0,1022.0
decatur,"Decatur, AL Metro Area",68,0.0,5346,79.26423800084461,125100,48330.0,0.0,"Decatur, AL",143956.20504614338,218495.5547118825,51.7791849554845,8.703228598185643,0.0,1022.0
decatur,"Decatur, AL Metro Area",68,0.0,5346,79.26423800084461,125100,48330.0,0.0,"Decatur, IL",80048.84795640949,105335.83679409746,31.589447547649876,5.643848253775419,0.0,1022.0
decatur,"Decatur, AL Metro Area",68,0.0,5346,79.26423800084461,125100,48330.0,0.0,"Decatur, IN",137529.4364752837,209225.60960898353,52.131510875916966,8.753648493488676,0.0,1022.0
decatur,"Decatur, IL Metro Area",20,0.0,4779,72.68834131858723,96800,50444.0,0.0,"Decatur, AL",143956.20504614338,218495.5547118825,51.7791849554845,8.703228598185643,0.0,1022.0
decatur,"Decatur, IL Metro Area",20,0.0,4779,72.68834131858723,96800,50444.0,0.0,"Decatur, IL",80048.84795640949,105335.83679409746,31.589447547649876,5.643848253775419,0.0,1022.0
decatur,"Decatur, IL Metro Area",20,0.0,4779,72.68834131858723,96800,50444.0,0.0,"Decatur, IN",137529.4364752837,209225.60960898353,52.131510875916966,8.753648493488676,0.0,1022.0
decatur,"Decatur, IN Micro Area",0,0.0,848,-2.960334235506401,122400,51713.0,0.0,"Decatur, AL",143956.20504614338,218495.5547118825,51.7791849554845,8.703228598185643,0.0,1022.0
decatur,"Decatur, IN Micro Area",0,0.0,848,-2.960334235506401,122400,51713.0,0.0,"Decatur, IL",80048.84795640949,105335.83679409746,31.589447547649876,5.643848253775419,0.0,1022.0
decatur,"Decatur, IN Micro Area",0,0.0,848,-2.960334235506401,122400,51713.0,0.0,"Decatur, IN",137529.4364752837,209225.60960898353,52.131510875916966,8.753648493488676,0.0,1022.0
defiance,"Defiance, OH Micro Area",0,0.0,1263,-0.728244306398218,117700,57665.0,0.0,"Defiance, OH",115219.48906244212,159188.66534636574,38.16123178613901,6.678583231404844,0.0,1022.0
del rio,"Del Rio, TX Micro Area",0,0.0,1537,13.18511959629507,95900,45521.0,0.0,"Del Rio, TX",142474.92527254182,204597.7270296688,43.60262104948755,7.505943086668654,0.0,1022.0
deltona,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",321,5.163569043462846,32048,4.9624372213236345,170600,48066.0,12.942511792609633,"Deltona, FL",211426.38528850663,348695.06502871896,64.92504686815663,10.524185537165431,12.942511792609633,462.0
deming,"Deming, NM Micro Area",0,0.0,625,-5.3463185941022395,84500,27377.0,0.0,"Deming, NM",125557.26777093206,149166.15554262,18.80328251070278,3.5060387291030004,0.0,1022.0
denver,"Denver-Aurora-Lakewood, CO Metro Area",2517,7.29010705297668,255541,4.899815144240405,350500,75565.0,24.79280271601913,"Denver, CO",407678.2815175977,573701.6742067322,40.72412002697477,7.071455975441876,24.79280271601913,385.0
dickinson,"Dickinson, ND Micro Area",12,0.0,1037,-1.9764381816680054,238100,75708.0,0.0,"Dickinson, ND",239536.9323932263,270164.223885577,12.78604146189557,2.4356366160031895,0.0,1022.0
dixon,"Dixon, IL Micro Area",0,0.0,1520,2.9510603082166575,117600,57901.0,0.0,"Dixon, IL",117980.61790503544,155700.10768982323,31.970920694065885,5.705028905288034,0.0,1022.0
dodge city,"Dodge City, KS Micro Area",0,0.0,1005,5.330918224054515,109900,53072.0,0.0,"Dodge City, KS",115777.3164661933,188731.49317516547,63.01249582881343,10.26664970633393,0.0,1022.0
dothan,"Dothan, AL Metro Area",28,23.127650029855552,5915,3.159458542333593,121400,44275.0,33.46936448677758,"Dothan, AL",128238.87149550898,178435.29324542623,39.142906643306794,6.829750541627955,33.46936448677758,336.0
douglas,"Douglas, GA Micro Area",0,0.0,1203,3.564852323854839,92600,38266.0,0.0,"Douglas, GA",109705.02965036158,171631.17237253932,56.44786106848625,9.363884103837815,0.0,1022.0
dover,"Dover, DE Metro Area",104,36.37973038263529,8879,3.3083564410943733,213900,58775.0,73.37912905647615,"Dover, DE",216908.51558989217,341222.9271021386,57.31190920474836,9.484419587185332,73.37912905647615,221.0
dublin,"Dublin, GA Micro Area",0,0.0,1902,-2.227804757272034,84800,37706.0,0.0,"Dublin, GA",113212.66045288944,163910.2071287264,44.780810267181614,7.681773716562779,0.0,1022.0
dubois,"DuBois, PA Micro Area",46,0.0,2420,7.29849817749435,94000,47270.0,0.0,"DuBois, PA",120818.26776214143,134815.35815488998,11.585243400695866,2.2165816335768085,0.0,1022.0
dubuque,"Dubuque, IA Metro Area",51,32.347527341766494,5874,3.286070057058943,160900,61321.0,55.23567295931302,"Dubuque, IA",172030.23479382822,238326.6040409023,38.53762643905463,6.736645197335611,55.23567295931302,253.0
duluth,"Duluth, MN-WI Metro Area",35,32.63524026321307,14069,3.0110102585427345,153000,54022.0,50.391031610120784,"Duluth, MN",153815.0717560477,227745.72449415852,48.06463495031594,8.165875054798777,50.391031610120784,264.0
dumas,"Dumas, TX Micro Area",21,-40.75760052115115,523,23.007555981781437,115100,51527.0,-53.890485816123295,"Dumas, TX",155235.22360620173,165413.3026410523,6.556552564816176,1.278213561836039,-53.890485816123295,1873.0
duncan,"Duncan, OK Micro Area",0,-100.0,1183,2.3614456341554124,105500,46166.0,-0.0,"Duncan, OK",89561.0172780897,132762.34378243503,48.236752794135754,8.191010870061334,-0.0,1022.0
durango,"Durango, CO Micro Area",0,0.0,4986,1.501394547077406,375400,64372.0,0.0,"Durango, CO",407027.0676164169,638033.6282771723,56.75459423707332,9.406734486708546,0.0,1022.0
durant,"Durant, OK Micro Area",15,95.74338205844317,2210,2.973922238475968,107700,43245.0,112.60295475136357,"Durant, OK",136093.61202010387,222037.52836939317,63.15058809416683,10.285325347515673,112.60295475136357,164.0
durham,"Durham-Chapel Hill, NC Metro Area",154,22.879907609971383,71104,3.7105129581400886,223000,60113.0,50.05027198763628,"Durham, NC",249897.80765913427,403536.6859773362,61.48068274683245,10.058633279625862,50.05027198763628,266.0
